,,,Week-By-Week Targets,,,,,,,,,,,,,,,,,,,,Averages,,,Receiving Totals,,,
Rank,Name,Team,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,TAR/G,YDS/TAR,TM TAR %,TAR,REC,YDS,TD
1,Steve Ishmael,Syr,0,0,21,14,17,13,10,11,10,0,19,21,11,13,0,0,0,0,0,0,14.5,7.7,0.0,174,105,1347,7
2,Michael Gallup,ColoSt,0,0,15,11,0,11,11,16,16,11,5,17,10,0,0,0,18,0,0,0,12.9,8.4,0.0,168,100,1413,7
3,Trey Quinn,SMU,0,0,8,12,10,19,19,0,21,9,19,11,6,8,0,0,0,11,0,0,12.2,7.8,0.0,159,114,1236,13
4,Anthony Miller,Mem,0,0,0,11,13,9,18,15,17,8,11,0,10,4,20,0,0,0,7,0,11.6,9.7,0.0,151,96,1462,18
5,Ervin Philips,Syr,0,0,9,6,17,21,10,9,17,0,18,13,8,10,0,0,0,0,0,0,12.1,6.2,0.0,145,89,904,4
6,Olamide Zaccheaus,UVa,0,0,18,11,7,0,16,6,11,15,13,8,8,8,0,0,0,0,12,0,10.9,6.3,0.0,142,85,895,5
7,Gary Jennings,WVU,0,0,4,9,7,0,14,12,10,10,9,18,14,4,0,0,0,0,6,0,10.7,7.9,0.0,139,97,1096,1
8,KeeSean Johnson,Fres,0,0,12,12,0,11,4,7,7,10,10,12,9,8,12,0,0,18,0,0,9.9,7.3,0.0,139,77,1013,8
9,Cedrick Wilson,Boise,0,0,12,4,19,0,6,6,5,10,8,11,7,13,13,0,14,0,0,0,9.7,11.1,0.0,136,83,1511,7
10,D.J. Moore,MD,0,0,9,0,12,13,8,17,12,6,11,12,14,14,0,0,0,0,0,0,11.3,7.6,0.0,136,80,1033,8
11,Deontay Burnett,USC,0,0,12,11,15,9,4,15,12,10,2,8,7,0,3,0,0,0,19,0,9.6,8.3,0.0,135,86,1114,9
12,Anthony Johnson,Buff,0,0,4,5,9,7,18,13,11,15,0,12,12,8,0,0,0,0,0,0,11.2,10.1,0.0,134,76,1356,14
13,Courtland Sutton,SMU,0,0,14,7,5,12,20,0,8,10,12,12,9,9,0,0,0,10,0,0,10.3,8.1,0.0,134,68,1085,12
14,Allen Lazard,IaSt,0,0,15,9,0,13,6,4,6,11,10,13,6,13,0,0,0,0,15,0,10.2,7.1,0.0,132,71,941,10
15,Ty Lee,MiddTn,0,0,11,7,12,11,8,8,10,0,10,12,16,10,0,0,8,0,0,0,9.9,7.4,0.0,129,79,955,5
16,Simmie Cobbs,Ind,0,0,8,0,4,8,12,11,12,12,8,10,7,19,0,0,0,0,0,0,10.7,6.6,0.0,128,72,841,8
17,Jaleel Scott,NMSt,0,0,10,9,6,14,0,9,0,8,11,0,8,13,17,0,0,0,8,0,10.3,8.7,0.0,124,76,1079,9
18,Keke Coutee,TxTch,0,0,0,16,12,5,9,8,9,6,16,4,3,14,0,0,0,15,0,0,9.5,11.6,0.0,123,93,1429,10
19,N'Keal Harry,AriSt,0,0,8,17,10,7,0,14,11,7,13,11,0,6,0,0,0,0,11,0,9.4,9.4,0.0,122,82,1142,8
20,James Washington,OkSt,0,0,3,7,9,12,0,11,7,13,12,1,18,12,0,0,0,0,10,0,9.3,12.8,0.0,121,74,1549,13
21,Penny Hart,GaSt,0,0,0,12,15,0,13,14,12,13,14,6,0,11,3,0,3,0,0,0,10.1,9.3,0.0,121,74,1121,8
22,Justin Hall,BallSt,0,0,9,10,9,21,16,0,4,12,8,9,12,8,0,0,0,0,0,0,10.0,6.7,0.0,120,78,801,3
23,Korey Robertson,SouMis,0,0,5,5,0,13,3,7,12,14,13,10,8,11,0,0,0,0,10,0,9.2,9.2,0.0,120,76,1106,12
24,Teddy Veal,LaTech,0,0,5,17,12,9,10,0,8,12,7,13,9,1,0,0,0,9,0,0,9.2,7.9,0.0,120,74,950,7
25,T.J. Rahming,Duke,0,0,14,6,12,9,11,13,9,7,0,8,5,14,0,0,0,0,8,0,9.2,6.6,0.0,120,65,795,2
26,Dylan Cantrell,TxTch,0,0,0,10,4,8,4,13,8,9,11,12,13,11,0,0,0,11,0,0,9.2,6.9,0.0,119,71,816,7
27,Kelvin Harmon,NCSU,0,0,10,6,4,7,8,6,0,12,14,9,15,4,0,0,0,0,6,0,9.1,8.6,0.0,118,69,1017,4
28,Denzel Mims,Baylor,0,0,8,6,19,11,0,6,12,9,7,20,6,6,0,0,0,0,0,0,9.8,9.2,0.0,118,61,1087,8
29,Steven Dunbar,Hou,0,0,9,6,12,12,7,16,11,4,8,0,6,9,0,0,0,17,0,0,9.8,9.1,0.0,117,76,1070,3
30,Vic Wharton,Cal,0,0,6,11,13,10,5,8,12,11,10,0,12,11,0,0,0,0,0,0,9.7,7.5,0.0,116,67,871,5
31,Christian Kirk,TexA&M,0,0,7,7,6,7,6,10,0,11,10,4,12,9,0,0,0,0,16,0,8.8,8.0,0.0,115,71,919,10
32,Stanley Morgan,Neb,0,0,17,13,0,11,7,5,0,10,10,7,9,17,0,0,0,0,0,0,10.5,8.6,0.0,115,61,986,10
33,Wyatt Demps,Nevada,0,0,12,8,11,14,9,8,6,0,8,8,12,6,0,0,0,0,0,0,9.5,8.0,0.0,114,67,908,11
34,Andy Isabella,UMass,0,0,8,10,6,9,0,0,3,10,14,14,9,0,11,0,0,0,0,0,9.5,8.9,0.0,114,65,1020,10
35,Alfonso Onunwor,Idaho,0,0,0,8,15,0,10,11,12,12,14,0,11,10,9,0,0,0,0,0,10.4,7.5,0.0,114,64,856,8
36,Cam Phillips,VaTech,0,0,9,16,10,15,2,0,8,8,9,6,14,4,0,0,0,0,0,0,9.3,8.6,0.0,112,71,964,7
37,Luke Timian,Ind,0,0,8,0,6,4,7,9,10,20,9,10,3,11,0,0,0,0,0,0,9.3,5.3,0.0,112,68,589,2
38,Doni Dowling,UVa,0,0,12,9,3,0,9,9,11,6,11,8,10,8,0,0,0,0,7,0,8.6,5.8,0.0,112,50,647,5
39,Jordan Lasley,UCLA,0,0,0,12,14,13,0,12,0,0,0,11,11,14,0,0,0,0,13,0,12.3,11.4,0.0,111,69,1264,9
40,Ka'Raun White,WVU,0,0,6,8,7,0,10,10,7,10,4,15,10,3,0,0,0,0,9,0,8.5,9.1,0.0,110,61,1004,12
41,Bryan Edwards,SCar,0,0,10,9,9,8,7,10,0,4,12,8,9,9,0,0,0,0,6,0,8.3,7.3,0.0,108,64,793,5
42,Kahlil Lewis,Cin,0,0,11,14,10,8,10,11,12,0,5,9,4,8,0,0,0,0,0,0,9.0,6.3,0.0,108,61,676,7
43,Sergio Bailey,EastMi,0,0,10,0,13,12,11,10,10,9,5,5,7,8,0,0,0,0,0,0,9.0,8.1,0.0,108,54,878,9
44,Linell Bonner,Hou,0,0,11,10,11,8,0,7,11,9,10,0,11,10,0,0,0,9,0,0,9.7,8.3,0.0,107,80,889,5
45,Diontae Johnson,Toledo,0,0,7,9,11,0,11,3,6,7,13,12,4,6,9,0,0,3,0,0,7.6,11.9,0.0,107,74,1278,13
46,Tavares Martin,WashSt,0,0,14,12,7,9,5,8,0,13,12,14,0,7,0,0,0,0,0,0,9.7,7.8,0.0,107,70,831,9
47,Trevon Brown,ECU,0,0,4,8,10,3,4,2,8,0,14,17,10,17,0,0,0,0,0,0,8.8,10.1,0.0,106,60,1069,7
48,Nacarius Fant,WestKy,0,0,15,6,4,0,4,5,3,2,13,7,20,11,0,0,9,0,0,0,8.1,6.7,0.0,105,74,704,4
49,Mark Chapman,CentMi,0,0,11,13,14,11,7,7,5,0,6,4,4,7,0,0,0,7,0,0,8.1,8.3,0.0,105,59,875,5
50,Justin Hobbs,Tulsa,0,0,9,8,13,7,3,0,13,10,12,0,10,8,0,0,0,0,0,0,9.5,7.9,0.0,105,55,830,3
51,Darren Carrington,Utah,0,0,9,11,8,0,9,6,7,16,5,0,4,8,0,0,0,0,8,0,8.7,9.4,0.0,104,70,980,6
52,Tyre Brady,Marsh,0,0,16,15,0,9,9,9,6,13,11,1,0,0,0,0,10,0,0,0,9.5,9.1,0.0,104,62,942,8
53,Jaylen Smith,Lou,0,0,14,13,0,0,0,11,8,10,0,10,6,7,0,0,0,0,11,0,10.3,9.5,0.0,103,60,980,7
54,Calvin Ridley,Ala,0,0,7,6,9,6,8,4,13,0,6,8,3,7,0,0,0,0,5,10,7.3,9.5,0.0,102,63,967,5
55,McLane Mannix,Nevada,0,0,14,9,7,9,7,9,11,0,9,3,10,10,0,0,0,0,0,0,8.5,7.6,0.0,102,57,778,6
56,Ryan Davis,Auburn,0,0,10,11,4,6,2,2,11,0,8,6,7,11,10,0,0,0,11,0,7.2,8.1,0.0,101,84,815,5
57,Dante Pettis,Wash,0,0,5,7,7,15,15,14,0,2,8,7,10,2,0,0,0,0,2,0,7.8,7.5,0.0,101,63,761,7
58,Marquez Valdes-Scantling,USF,0,0,0,9,6,8,0,8,5,15,8,0,10,7,0,0,0,6,0,0,8.4,8.7,0.0,101,53,879,6
59,J'Mon Moore,Missou,0,0,9,7,3,0,9,3,13,8,6,6,6,17,0,0,0,0,8,0,7.7,10.8,0.0,100,65,1082,10
60,David Sills,WVU,0,0,8,4,14,0,13,7,10,9,4,6,5,6,0,0,0,0,0,0,8.3,9.8,0.0,100,60,980,18
61,Steven Sims Jr.,Kansas,0,0,0,10,9,0,9,3,3,16,15,12,6,11,0,0,0,0,0,0,9.1,8.4,0.0,100,59,839,6
62,Collin Johnson,Tex,0,0,6,10,0,4,11,7,6,7,9,11,2,11,0,0,0,0,5,0,7.7,7.7,0.0,100,54,765,2
63,JD Spielman,Neb,0,0,3,7,9,2,11,16,0,13,8,12,12,0,0,0,0,0,0,0,9.0,8.4,0.0,99,55,830,2
64,Bryce Bobo,Colo,0,0,11,6,3,6,8,13,4,4,8,16,0,8,0,0,0,0,0,0,8.2,7.1,0.0,98,62,693,5
65,A.J. Brown,Miss,0,0,8,0,0,2,14,9,10,3,8,16,11,7,0,0,0,0,0,0,8.8,12.9,0.0,97,75,1252,11
66,Jakobi Meyers,NCSU,0,0,5,0,6,8,4,8,0,11,12,4,15,9,0,0,0,0,7,0,8.1,7.5,0.0,97,63,727,5
67,Jacob Sannon,Idaho,0,0,18,9,12,0,11,4,10,9,8,0,2,1,6,0,0,0,0,0,8.0,6.3,0.0,96,59,608,1
68,Davon Grayson,ECU,0,0,7,2,14,13,5,10,10,0,10,11,0,2,0,0,0,0,0,0,8.7,9.2,0.0,96,59,886,6
69,Deon Cain,Clem,0,0,4,8,6,7,8,9,0,6,13,8,5,4,4,0,0,0,11,0,6.9,7.6,0.0,96,58,734,6
70,Felton Davis,MSU,0,0,7,0,9,13,3,2,2,12,19,0,0,11,0,0,0,0,8,0,8.7,8.1,0.0,96,55,776,9
71,James Gardner,Mia-O,0,0,9,0,6,10,13,6,6,0,19,8,5,3,0,0,0,0,0,0,8.7,9.7,0.0,96,47,927,11
72,Scott Miller,BGSU,0,0,10,7,12,13,6,6,5,0,3,11,5,11,0,0,0,0,0,0,7.9,7.6,0.0,95,63,722,4
73,Darren Andrews,UCLA,0,0,4,13,11,12,0,10,12,13,4,0,0,0,0,0,0,0,0,0,10.6,8.1,0.0,95,60,773,10
74,Jamarius Way,USA,0,0,8,2,10,14,0,0,6,10,10,5,8,0,15,0,0,0,0,0,8.4,8.3,0.0,92,47,762,3
75,Christian Blake,NIU,0,0,7,7,0,14,4,8,7,7,8,6,2,9,0,0,0,0,5,0,7.1,4.8,0.0,92,41,442,4
76,Michael Lawrence,NorTx,0,0,9,3,4,3,0,8,14,5,6,9,4,1,10,0,11,0,0,0,6.4,9.1,0.0,90,62,819,4
77,Kanawai Noa,Cal,0,0,3,10,13,10,0,10,11,11,4,0,2,12,0,0,0,0,0,0,8.2,8.8,0.0,90,56,788,4
78,Rico Bussey,NorTx,0,0,5,2,7,8,0,6,6,9,4,5,11,6,10,0,11,0,0,0,6.9,7.5,0.0,90,47,677,7
79,Taivon Jacobs,MD,0,0,5,0,6,9,4,8,9,3,14,16,5,7,0,0,0,0,0,0,7.5,6.1,0.0,90,47,553,5
80,Kyle Williams,AriSt,0,0,4,7,7,4,0,8,6,10,10,13,0,5,0,0,0,0,11,0,6.8,8.6,0.0,89,66,763,7
81,Marcell Ateman,OkSt,0,0,7,5,10,7,0,6,7,2,12,4,11,7,0,0,0,0,6,0,6.8,13.0,0.0,89,59,1156,8
82,Jhamon Ausbon,TexA&M,0,0,8,9,8,5,5,4,0,8,0,8,5,5,0,0,0,0,18,0,7.4,6.4,0.0,89,50,571,3
83,Tre'Quan Smith,UCF,0,0,0,0,6,5,5,7,2,5,11,10,5,12,8,0,0,0,8,0,6.8,13.3,0.0,88,59,1171,13
84,Thomas Owens,FIU,0,0,3,0,6,11,13,11,0,8,10,19,0,0,0,0,0,0,0,0,9.8,10.1,0.0,88,59,887,6
85,Austin Conway,Wyo,0,0,13,7,3,4,0,5,8,3,3,4,8,13,0,0,0,6,0,0,6.7,6.4,0.0,87,62,553,3
86,Braxton Berrios,Mia-Fl,0,0,0,0,8,2,12,8,5,8,4,2,7,11,11,0,0,0,6,0,6.7,7.8,0.0,87,55,679,9
87,Andre Wilson,UAB,0,0,5,5,8,0,11,6,6,9,7,5,5,4,0,0,0,13,0,0,6.7,7.8,0.0,87,54,677,6
88,Marcus Green,UL-Mon,0,0,0,4,8,3,8,5,7,7,6,0,7,13,9,0,0,0,0,0,7.3,9.3,0.0,87,54,812,5
89,Theo Howard,UCLA,0,0,8,6,7,3,0,3,8,2,5,4,18,6,0,0,0,0,11,0,6.6,6.9,0.0,86,56,594,4
90,Chris Murray,ArkSt,0,0,0,4,5,0,6,5,6,9,0,11,3,5,5,0,10,0,0,0,7.2,8.4,0.0,86,52,721,9
91,Hergy Mayala,UConn,0,0,0,5,0,0,0,7,4,16,7,6,11,12,0,0,0,0,0,0,9.6,7.2,0.0,86,43,615,7
92,Da'Mari Scott,Fres,0,0,8,7,0,4,12,2,4,5,4,11,7,5,5,0,0,8,0,0,6.1,6.7,0.0,85,57,566,1
93,Darrell Stewart,MSU,0,0,3,0,12,5,7,5,6,15,8,7,2,5,0,0,0,0,3,0,6.5,5.9,0.0,85,50,501,2
94,Ron'quavion Tarver,UtahSt,0,0,7,8,7,9,11,4,1,6,5,0,4,5,0,0,0,0,14,0,6.5,6.7,0.0,85,48,569,7
95,Kyle Sweet,WashSt,0,0,4,5,2,8,10,3,1,10,5,10,0,8,0,0,0,0,10,0,6.5,6.3,0.0,84,58,533,2
96,Marquise Brown,Okla,0,0,0,8,5,0,6,4,7,8,12,3,6,3,6,0,0,0,11,0,6.5,13.0,0.0,84,57,1095,7
97,DaeSean Hamilton,PSU,0,0,5,4,3,14,4,0,8,5,12,3,8,5,0,0,0,0,6,0,6.5,10.2,0.0,84,53,857,9
98,Isaiah Wright,Temple,0,0,3,7,5,12,7,11,3,0,5,6,9,3,0,0,0,7,0,0,6.5,8.0,0.0,84,46,668,4
99,Spencer Tears,NIU,0,0,7,2,0,12,7,6,7,10,9,4,1,8,0,0,0,0,5,0,6.4,6.4,0.0,83,43,528,4
100,Tre Hartley,SJSU,0,0,5,7,6,6,0,2,0,7,7,4,10,13,0,0,0,0,0,0,6.9,6.3,0.0,83,37,527,2
101,Hunter Renfrow,Clem,0,0,11,4,7,4,6,10,0,2,6,7,3,6,5,0,0,0,9,0,5.9,7.3,0.0,82,60,602,3
102,Dylan Collie,Hawaii,0,0,0,0,5,6,5,6,0,6,12,9,14,7,0,0,0,0,0,0,7.5,7.8,0.0,82,56,636,4
103,Tra'Von Chapman,Akron,0,0,8,11,5,4,6,5,8,6,0,4,11,2,5,0,0,3,0,0,5.9,5.8,0.0,82,53,475,2
104,Elijah King,TxSt,0,0,0,8,4,3,5,4,0,7,17,11,7,9,0,0,0,0,0,0,7.5,9.1,0.0,82,52,750,3
105,Isaiah Zuber,KanSt,0,0,8,6,0,8,8,8,8,5,7,8,3,8,0,0,0,0,2,0,6.3,6.2,0.0,82,51,510,4
106,Nick Easley,Iowa,0,0,9,9,4,6,11,0,8,5,4,6,8,6,0,0,0,0,2,0,6.3,6.5,0.0,82,51,530,4
107,Shay Fields,Colo,0,0,7,9,7,6,9,9,9,4,11,2,0,2,0,0,0,0,0,0,6.8,7.6,0.0,82,46,623,4
108,Allenzae Staggers,SouMis,0,0,7,9,0,8,5,3,11,9,2,5,6,10,0,0,0,0,2,0,6.3,5.7,0.0,82,44,471,5
109,Ja'Marcus Bradley,UL-Laf,0,0,4,7,12,0,7,5,5,0,3,12,10,7,6,0,0,0,0,0,6.8,5.9,0.0,81,39,475,2
110,Willie Wright,FlaAtl,0,0,0,0,9,5,4,0,10,9,5,3,6,11,5,0,0,8,0,0,6.7,8.2,0.0,80,56,657,6
111,Juwan Johnson,PSU,0,0,4,2,11,7,8,0,3,5,7,6,6,8,0,0,0,0,7,0,6.2,8.8,0.0,80,54,701,1
112,Ike Lewis,App,0,0,4,6,22,0,6,14,20,14,20,8,0,16,8,0,0,14,0,0,6.2,9.2,0.0,80,51,733,8
113,Isaiah Lewis,App,0,0,4,6,22,0,6,14,20,14,20,8,0,16,8,0,0,14,0,0,6.2,9.2,0.0,80,51,733,8
114,Jalen Guyton,NorTx,0,0,4,4,9,18,0,10,0,10,8,4,4,0,2,0,2,0,0,0,6.7,9.7,0.0,80,49,775,9
115,Ben Skowronek,NW,0,0,2,4,0,7,8,6,7,7,8,14,3,2,0,0,0,0,4,0,6.2,8.1,0.0,80,45,644,5
116,Devin Ross,Colo,0,0,6,11,5,8,0,0,13,6,12,11,0,2,0,0,0,0,0,0,8.0,6.4,0.0,80,43,508,2
117,DaMarkus Lodge,Miss,0,0,9,8,0,6,5,6,8,5,9,3,8,7,0,0,0,0,0,0,6.7,8.7,0.0,80,41,698,7
118,Tabari Hines,Wake,0,0,1,6,0,2,2,0,4,3,9,11,11,10,0,0,0,0,14,0,6.6,8.6,0.0,79,53,683,7
119,Quay Johnson,ECU,0,0,8,4,8,7,7,7,6,0,20,5,0,0,0,0,0,0,0,0,7.9,5.9,0.0,79,47,464,3
120,C.J. Duncan,Vandy,0,0,4,7,3,8,4,9,0,12,2,8,9,8,0,0,0,0,0,0,6.5,6.6,0.0,78,52,517,5
121,Deondre Douglas,Troy,0,0,5,10,10,7,0,8,6,3,4,5,0,5,11,0,0,0,0,0,6.5,8.1,0.0,78,48,628,4
122,Corey Willis,CentMi,0,0,11,0,0,0,0,4,6,0,9,7,8,8,0,0,0,10,0,0,8.7,8.6,0.0,78,45,669,9
123,Jester Weah,Pitt,0,0,10,0,3,6,7,12,6,4,0,2,13,11,0,0,0,0,0,0,7.1,8.9,0.0,78,41,698,4
124,Tyler Vaughns,USC,0,0,0,5,4,7,7,10,9,8,5,7,3,0,3,0,0,0,7,0,5.9,10.5,0.0,77,57,809,5
125,Scotty Washington,Wake,0,0,0,1,6,5,8,0,4,7,11,11,6,6,0,0,0,0,11,0,6.4,9.2,0.0,77,45,711,3
126,Trent Irwin,Stan,0,0,9,8,4,5,4,5,0,9,6,7,8,3,2,0,0,0,4,0,5.5,6.0,0.0,77,43,461,2
127,Adonis Jennings,Temple,0,0,5,4,4,6,4,13,6,0,8,4,8,5,0,0,0,6,0,0,5.9,9.6,0.0,77,42,742,7
128,Nyqwan Murray,FlaSt,0,0,0,0,11,4,5,7,7,7,6,8,7,5,4,0,0,0,0,0,6.4,7.8,0.0,77,40,604,4
129,DK Metcalf,Miss,0,0,10,6,0,8,9,6,5,7,6,4,1,4,0,0,0,0,0,0,6.4,8.4,0.0,77,39,646,7
130,Equanimeous St. Brown,ND,0,0,8,9,6,4,4,0,7,3,8,7,0,9,0,0,0,0,4,0,6.4,6.7,0.0,77,33,515,4
131,JJ Arcega-Whiteside,Stan,0,0,5,0,6,7,0,9,0,5,5,10,10,9,4,0,0,0,6,0,6.9,10.3,0.0,76,48,781,9
132,Dez Fitzpatrick,Lou,0,0,4,5,3,6,17,11,3,8,0,3,5,4,0,0,0,0,0,0,6.3,9.2,0.0,76,45,699,9
133,Johnathon Johnson,Missou,0,0,4,4,12,0,12,4,3,8,4,4,5,5,0,0,0,0,5,0,5.8,9.5,0.0,76,41,724,6
134,K.J. Hill,OhioSt,0,0,10,9,4,3,4,7,0,14,5,3,6,2,5,0,0,0,1,0,5.4,7.3,0.0,75,56,549,3
135,Trent Sherfield,Vandy,0,0,4,5,2,8,7,4,0,6,5,14,9,6,0,0,0,0,0,0,6.3,9.7,0.0,75,50,729,5
136,Antoine Porter,EastMi,0,0,13,0,6,9,6,2,13,6,5,3,3,6,0,0,0,0,0,0,6.3,7.3,0.0,75,46,548,4
137,Teo Redding,BGSU,0,0,10,8,5,5,10,4,0,0,5,9,9,5,0,0,0,0,0,0,6.8,8.3,0.0,75,45,624,8
138,Darius Slayton,Auburn,0,0,0,0,0,2,4,9,9,0,4,4,8,7,7,0,0,0,12,0,6.8,8.6,0.0,75,29,643,5
139,Greg Dortch,Wake,0,0,8,7,10,14,9,0,11,10,0,0,0,0,0,0,0,0,0,0,9.3,9.8,0.0,74,53,722,9
140,Flynn Nagel,NW,0,0,6,4,0,7,4,8,4,9,6,8,3,7,0,0,0,0,2,0,5.7,6.6,0.0,74,48,489,2
141,Keith Kirkwood,Temple,0,0,6,4,0,4,7,6,4,0,8,4,7,6,0,0,0,7,0,0,6.2,9.1,0.0,74,45,671,7
142,Keenen Johnson,Tulsa,0,0,6,7,7,0,8,8,6,5,10,0,4,0,0,0,0,0,0,0,7.4,7.3,0.0,74,44,539,1
143,Malcolm Williams,CoastC,0,0,0,1,9,12,8,7,4,1,12,5,5,0,9,0,0,0,0,0,6.2,10.7,0.0,74,43,793,7
