,,,Week-By-Week Targets,,,,,,,,,,,,,,,,,,,,Averages,,,Receiving Totals,,,
446,Dominique Heath,KanSt,0,0,4,0,0,0,4,0,1,0,5,2,3,4,0,0,0,0,5,0,3.1,7.0,0.0,28,22,196,1
447,Damonte Coxie,Mem,0,0,0,0,3,5,3,1,1,0,2,0,5,4,1,0,0,0,2,0,2.5,11.5,0.0,28,21,323,3
448,Malik Williams,App,0,0,3,6,5,0,2,3,1,0,1,2,0,0,2,0,0,0,0,0,2.5,6.1,0.0,28,19,172,0
449,Jared Sparks,Purdue,0,0,0,1,0,0,5,3,2,2,1,12,0,0,0,0,0,0,2,0,2.5,7.9,0.0,28,19,222,0
450,Temi Alaka,USF,0,0,0,2,2,0,0,1,1,4,6,0,4,1,0,0,0,0,0,0,2.8,8.6,0.0,28,16,241,2
451,Tahj Deans,ECU,0,0,0,0,0,0,0,2,0,0,5,0,10,6,0,0,0,0,0,0,5.6,6.3,0.0,28,16,177,2
452,Xavier Ubosi,UAB,0,0,7,0,0,0,0,0,0,3,2,0,2,3,0,0,0,8,0,0,4.0,8.1,0.0,28,13,228,1
453,Juwann Winfree,Colo,0,0,3,0,5,0,3,0,2,0,0,8,0,5,0,0,0,0,0,0,3.9,12.0,0.0,27,21,325,2
454,Jonathan Ifedi,GaSt,0,0,0,2,1,0,0,3,1,1,0,1,0,4,7,0,7,0,0,0,3.0,7.0,0.0,27,20,190,0
455,Tyron Johnson,OkSt,0,0,6,0,0,2,0,4,3,1,8,0,0,0,0,0,0,0,2,0,2.7,10.9,0.0,27,18,293,3
456,Camron Buckley,TexA&M,0,0,0,2,0,1,2,1,0,7,0,4,1,3,0,0,0,0,6,0,3.0,10.4,0.0,27,17,282,3
457,Marquez McNair,Tx-SA,0,0,0,0,1,0,6,2,2,0,0,7,6,3,0,0,0,0,0,0,3.9,6.6,0.0,27,16,177,2
458,Obe Fortune,GaSo,0,0,3,0,4,0,6,3,0,4,5,0,0,0,0,0,0,0,0,0,3.9,7.0,0.0,27,15,189,1
459,Robert Foster,Ala,0,0,4,2,4,5,2,0,0,0,2,1,2,2,0,0,0,0,0,3,2.7,6.4,0.0,27,14,174,1
460,Desmond Phillips,Toledo,0,0,1,3,0,0,0,3,3,1,2,2,0,2,3,0,0,5,0,0,2.3,3.7,0.0,27,12,101,2
461,Donald Stewart,Stan,0,0,0,2,0,3,5,4,0,2,0,1,1,1,0,0,0,0,0,0,3.0,4.9,0.0,27,11,131,0
462,Josh Palmer,Tenn,0,0,5,4,4,3,0,0,0,2,4,4,0,0,0,0,0,0,0,0,3.0,3.6,0.0,27,9,98,0
463,Tee Higgins,Clem,0,0,0,1,0,0,4,0,0,2,0,2,8,5,0,0,0,0,0,0,3.7,13.3,0.0,26,17,345,2
464,Jacob Martinez,Buff,0,0,0,1,4,1,1,6,0,0,0,5,0,1,0,0,0,0,0,0,2.9,9.3,0.0,26,17,241,1
465,Jabril Clewis,Tulane,0,0,0,2,2,0,1,3,5,4,6,0,3,0,0,0,0,0,0,0,3.3,6.7,0.0,26,16,174,0
466,Aaron Mathews,Pitt,0,0,2,6,6,4,0,6,0,0,0,0,0,1,0,0,0,0,0,0,3.7,7.3,0.0,26,16,189,0
467,Josh Stewart,Tulsa,0,0,3,3,3,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,3.3,6.2,0.0,26,13,162,0
468,Kendric Pryor,Wisc,0,0,0,0,0,0,0,1,3,5,1,1,2,5,3,0,0,0,5,0,2.9,6.9,0.0,26,13,179,1
469,Fransohn Bickley,Akron,0,0,0,6,0,0,0,3,4,2,0,0,0,0,0,0,0,5,0,0,4.3,6.0,0.0,26,12,155,1
470,Khalil Newton,BallSt,0,0,0,0,0,0,0,0,0,0,4,9,4,9,0,0,0,0,0,0,6.5,7.0,0.0,26,12,183,1
471,Janarvis Pough,BGSU,0,0,0,3,0,0,2,6,5,0,2,3,3,2,0,0,0,0,0,0,3.3,4.1,0.0,26,11,106,0
472,Jarrett Burgess,Purdue,0,0,0,0,0,0,0,0,0,0,5,13,7,1,0,0,0,0,0,0,6.5,5.0,0.0,26,11,130,1
473,Damon Mitchell,Rut,0,0,8,2,4,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3.3,5.0,0.0,26,10,130,0
474,Quadree Henderson,Pitt,0,0,4,2,2,2,2,3,0,2,0,2,1,3,0,0,0,0,0,0,2.1,7.4,0.0,25,17,186,0
475,Nate Craig-Myers,Auburn,0,0,2,5,4,0,4,0,1,0,0,1,0,3,2,0,0,0,3,0,2.5,11.4,0.0,25,16,285,3
476,Tyler Carmona,Navy,0,0,2,0,2,0,2,0,4,0,5,0,2,4,0,0,0,0,0,0,3.1,15.2,0.0,25,14,381,4
477,Dimetrios Mason,Missou,0,0,5,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,4.8,0.0,25,13,119,0
478,Ronald Cleveland,AF,0,0,0,2,0,4,3,3,1,0,2,3,2,5,0,0,0,0,0,0,2.1,10.4,0.0,25,11,261,2
479,Henri Murphy,VaTech,0,0,0,2,4,5,6,0,1,0,0,0,0,0,0,0,0,0,7,0,4.2,6.1,0.0,25,10,153,0
480,Freddie Swain,Fla,0,0,0,0,1,2,4,3,0,5,0,4,3,3,0,0,0,0,0,0,3.1,3.8,0.0,25,8,96,1
481,Tray Eafford,Troy,0,0,0,0,2,0,0,0,3,4,7,0,0,4,4,0,0,0,0,0,4.0,13.0,0.0,24,17,312,3
482,Mason Donaldson,UConn,0,0,0,0,10,3,6,0,0,0,1,2,0,2,0,0,0,0,0,0,4.0,9.4,0.0,24,16,225,3
483,Charles Walker,Kty,0,0,3,3,5,1,0,0,4,0,1,1,0,2,0,0,0,0,2,0,2.4,7.5,0.0,24,15,180,0
484,Warren Jackson,ColoSt,0,0,1,4,0,0,0,0,3,5,1,3,1,0,0,0,3,0,0,0,2.7,11.0,0.0,24,15,265,2
485,Hutch White,TxSt,0,0,0,0,1,5,3,3,0,1,1,5,3,1,0,0,0,0,0,0,2.0,8.2,0.0,24,15,196,0
486,Thurman Morbley,TxSt,0,0,6,10,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,6.0,8.0,0.0,24,14,192,0
487,Q' Drennan,NM,0,0,0,6,6,0,0,4,12,8,6,0,0,2,0,0,0,0,0,0,3.0,7.6,0.0,24,9,182,0
488,Cortez Lewis,Wake,0,0,3,4,0,1,0,0,5,0,5,2,0,0,0,0,0,0,1,0,3.0,5.5,0.0,24,9,132,0
489,Q' Drennan,NM,0,0,0,6,6,0,0,4,12,8,6,0,0,2,0,0,0,0,0,0,3.0,7.6,0.0,24,9,182,0
490,Amari Rodgers,Clem,0,0,2,0,0,0,2,2,0,3,2,1,1,3,3,0,0,0,1,0,1.9,5.3,0.0,23,19,123,0
491,Jarrod Jackson,UL-Laf,0,0,0,0,7,0,1,0,4,0,1,0,1,6,3,0,0,0,0,0,3.3,9.5,0.0,23,18,219,2
492,Kylen Towner,WestKy,0,0,1,0,0,0,1,7,3,4,0,0,5,1,0,0,0,0,0,0,2.1,12.4,0.0,23,18,286,2
493,Marlon Williams,UCF,0,0,0,0,0,2,0,1,1,1,3,4,4,2,4,0,0,0,0,0,2.1,11.7,0.0,23,17,270,2
494,Eddie Sinegal,UTEP,0,0,0,0,3,0,0,0,0,0,0,8,7,2,0,0,0,0,0,0,4.6,6.3,0.0,23,17,144,0
495,Deebo Samuel,SCar,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,10.9,0.0,23,15,250,3
496,Riley Ridley,UGa,0,0,2,2,0,0,0,3,0,0,3,4,0,1,0,0,0,0,0,8,2.9,9.5,0.0,23,14,218,2
497,Diondre Overton,Clem,0,0,0,4,2,0,2,1,0,4,0,1,2,3,2,0,0,0,0,0,2.3,7.7,0.0,23,14,178,0
498,Blake Bone,Kty,0,0,4,3,2,2,4,0,3,4,0,0,1,0,0,0,0,0,0,0,2.9,10.2,0.0,23,13,234,2
499,Tyron Arnett,WestMi,0,0,0,5,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,7.7,9.1,0.0,23,13,210,1
500,Quest Truxton,SDSU,0,0,4,1,2,3,1,2,0,0,0,0,2,3,0,0,0,2,0,0,1.8,5.2,0.0,23,12,120,0
501,Jacquez Sloan,WestKy,0,0,0,0,0,0,0,4,2,12,2,0,2,0,0,0,1,0,0,0,3.8,7.9,0.0,23,12,182,2
502,Antonio Gandy-Golden,Lib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,48.5,0.0,22,69,1066,10
503,Hasise Dubois,UVa,0,0,4,0,3,0,4,0,4,3,1,1,1,1,0,0,0,0,0,0,2.4,5.5,0.0,22,16,120,1
504,Aaron Young,Duke,0,0,4,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,2,0,3.7,10.0,0.0,22,16,219,1
505,Andre Baccellia,Wash,0,0,5,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,3,0,3.7,8.5,0.0,22,16,187,0
506,Jaelan Austin,TCU,0,0,0,1,1,0,4,2,0,4,0,6,0,2,0,0,0,0,0,0,2.8,11.0,0.0,22,15,242,0
507,Cam Sims,Ala,0,0,4,1,2,1,0,4,3,0,1,1,3,0,0,0,0,0,0,2,1.8,12.4,0.0,22,15,272,1
508,Octavius Evans,Boise,0,0,0,0,2,0,0,0,0,2,3,5,1,2,0,0,3,0,0,0,2.8,6.0,0.0,22,15,131,2
509,Derrick Dillon,LSU,0,0,1,5,1,3,0,2,0,0,2,3,1,1,0,0,0,0,1,0,1.7,5.7,0.0,22,14,125,0
510,Brandon Singleton,Cal,0,0,0,6,0,0,4,0,7,3,1,0,0,0,0,0,0,0,0,0,3.7,5.9,0.0,22,13,129,0
511,Jahrvis Davenport,MD,0,0,0,0,2,0,0,3,2,1,1,2,1,10,0,0,0,0,0,0,2.8,5.6,0.0,22,13,123,0
512,Trevion Armstrong,Nevada,0,0,0,4,4,3,3,2,0,0,3,0,2,1,0,0,0,0,0,0,2.8,5.5,0.0,22,12,120,4
513,Eddie McDoom,Mich,0,0,0,3,0,0,3,0,3,3,2,1,1,4,0,0,0,0,0,0,2.2,3.7,0.0,22,11,81,0
514,Stephen Sullivan,LSU,0,0,2,0,1,5,0,0,0,0,3,4,0,2,0,0,0,0,5,0,2.8,10.0,0.0,22,11,219,1
515,Dominic Thieman,Ill,0,0,1,0,0,1,7,5,2,0,4,2,0,0,0,0,0,0,0,0,3.1,6.5,0.0,22,11,144,0
516,Kadarius Toney,Fla,0,0,0,6,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2.6,7.2,0.0,21,15,152,0
517,CT Thomas,Boise,0,0,0,1,1,0,2,1,0,3,2,0,1,3,1,0,5,0,0,0,1.8,5.8,0.0,21,15,121,0
518,Randle Jones,Temple,0,0,0,2,1,3,2,0,0,0,4,4,3,2,0,0,0,0,0,0,2.3,9.2,0.0,21,14,194,0
519,Courtney Lark,Hou,0,0,0,4,0,0,0,0,1,5,1,0,3,0,0,0,0,7,0,0,3.5,11.2,0.0,21,13,235,2
520,Henry Ruggs,Ala,0,0,1,2,0,2,2,1,1,0,2,0,1,0,0,0,0,0,3,4,1.5,10.9,0.0,21,12,229,6
521,John Okwoli,Wyo,0,0,4,2,4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3.5,6.5,0.0,21,12,137,1
522,Trevon Bradford,OreSt,0,0,0,2,0,1,1,1,0,2,5,0,0,2,0,0,0,0,0,0,2.3,9.7,0.0,21,11,204,0
523,Desmond Dan,NMSt,0,0,5,3,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,4.3,0.0,21,11,91,0
524,Savon Scarver,UtahSt,0,0,2,0,3,0,1,2,2,1,3,0,2,2,0,0,0,0,0,0,1.6,11.4,0.0,21,11,240,1
525,Dacoven Bailey,Rut,0,0,0,0,7,0,0,2,0,0,2,2,0,3,0,0,0,0,0,0,2.6,5.8,0.0,21,9,122,1
526,C.J. Saunders,OhioSt,0,0,0,1,6,1,3,3,0,1,2,0,3,0,0,0,0,0,0,0,2.5,11.1,0.0,20,17,221,1
527,C.J. Carroll,VaTech,0,0,4,1,2,4,0,0,0,0,0,0,0,3,0,0,0,0,4,0,2.9,7.9,0.0,20,15,157,1
528,Dante Jones,App,0,0,0,2,3,0,0,0,2,2,2,1,0,3,2,0,0,0,0,0,2.2,4.4,0.0,20,14,87,0
529,Neil Pau'u,BYU,0,0,0,0,0,6,5,2,4,1,0,0,0,1,0,0,0,0,0,0,2.9,7.0,0.0,20,14,139,2
530,Aaren Vaughns,UtahSt,0,0,0,0,2,1,0,3,1,2,3,0,0,3,0,0,0,0,5,0,2.2,7.8,0.0,20,14,155,0
531,Jerry Jeudy,Ala,0,0,2,0,3,2,2,3,4,0,0,0,0,1,0,0,0,0,0,3,2.5,13.2,0.0,20,14,264,2
532,Gavin Holmes,Baylor,0,0,0,0,0,0,0,3,7,0,6,4,0,0,0,0,0,0,0,0,5.0,8.3,0.0,20,13,166,2
533,Josh Cabrera,UNC,0,0,0,0,3,0,8,0,3,0,0,3,3,0,0,0,0,0,0,0,4.0,5.7,0.0,20,11,113,3
534,JJ Pinckney,Cin,0,0,0,3,2,0,5,2,3,0,1,0,4,0,0,0,0,0,0,0,2.9,8.6,0.0,20,11,171,0
535,Jacob Robertson,Tulane,0,0,1,0,5,0,2,2,0,0,0,4,3,3,0,0,0,0,0,0,2.5,4.1,0.0,20,11,81,0
536,Eddie Daugherty,EastMi,0,0,3,0,3,0,0,1,3,3,1,1,0,3,0,0,0,0,0,0,2.0,5.5,0.0,20,10,110,0
537,Kris White,KentSt,0,0,1,0,0,7,0,0,2,0,3,0,4,3,0,0,0,0,0,0,2.9,5.3,0.0,20,9,105,0
538,Mykel Jones,Okla,0,0,2,0,0,0,1,0,3,0,3,5,2,0,3,0,0,0,0,0,2.7,16.3,0.0,19,16,310,1
539,Charlie Callinan,BC,0,0,1,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,3.2,7.1,0.0,19,14,134,2
540,Zach Van Leeuwen,UtahSt,0,0,1,4,2,4,0,1,4,1,0,0,0,2,0,0,0,0,0,0,1.9,7.2,0.0,19,13,136,0
541,John Humphrey,AriSt,0,0,0,0,0,0,0,0,1,4,3,0,0,1,0,0,0,0,2,0,3.2,9.3,0.0,19,13,177,1
542,Sa'Mory Collier,USA,0,0,3,2,0,4,0,0,1,2,3,0,0,0,0,0,0,0,0,0,2.4,9.9,0.0,19,13,188,1
543,Derrion Grim,Fres,0,0,2,2,0,3,0,2,0,4,0,0,0,0,0,0,0,1,0,0,2.7,10.2,0.0,19,13,193,1
544,Walter Dawn,UTEP,0,0,4,5,0,0,1,2,0,4,1,0,0,1,0,0,0,0,0,0,1.9,5.6,0.0,19,12,107,0
545,Fred Trevillion,SDSU,0,0,0,0,0,0,2,4,0,0,2,0,3,2,0,0,0,4,0,0,2.7,17.2,0.0,19,12,327,2
546,Tyjon Lindsey,Neb,0,0,4,2,0,1,0,5,0,0,1,2,0,1,0,0,0,0,0,0,1.9,4.0,0.0,19,12,76,0
547,Miles Boykin,ND,0,0,0,0,1,1,3,0,0,0,3,0,3,1,0,0,0,0,7,0,2.7,13.3,0.0,19,12,253,2
548,Darrell Langham,Mia-Fl,0,0,0,0,0,0,1,7,3,0,0,0,2,0,0,0,0,0,0,0,3.8,11.0,0.0,19,11,209,2
549,Sam Letton,Troy,0,0,4,0,3,2,0,0,0,0,0,2,0,2,0,0,3,0,0,0,2.7,6.1,0.0,19,11,115,1
550,Jamal Couch,MissSt,0,0,0,0,0,5,0,2,2,0,0,0,0,6,0,0,0,0,2,0,2.7,10.1,0.0,19,10,191,2
551,Nate Mullen,CHAR,0,0,3,1,0,2,2,4,1,0,0,3,0,0,0,0,0,0,0,0,1.9,3.2,0.0,19,10,61,0
552,Mike Harley,Mia-Fl,0,0,0,0,4,4,0,0,1,0,0,0,2,0,3,0,0,0,1,0,2.7,4.8,0.0,19,9,91,0
553,Roscoe Johnson,UNC,0,0,0,0,4,0,3,1,0,6,0,2,0,0,0,0,0,0,0,0,3.2,4.7,0.0,19,9,90,0
554,Jeremiah Haydel,TxSt,0,0,0,1,2,1,2,1,0,0,3,4,5,0,0,0,0,0,0,0,1.9,4.4,0.0,19,8,83,1
555,Kavious Price,KentSt,0,0,1,5,1,1,6,1,0,0,0,1,1,2,0,0,0,0,0,0,1.9,8.0,0.0,19,7,152,1
556,Roshauud Paul,TexA&M,0,0,0,1,1,1,2,0,0,1,2,9,0,0,0,0,0,0,0,0,2.3,10.4,0.0,18,16,187,0
557,Emeka Emezie,NCSU,0,0,2,3,0,0,0,0,0,0,0,2,7,2,0,0,0,0,1,0,2.0,9.1,0.0,18,13,163,1
558,Pop Williams,Mem,0,0,0,0,2,4,5,1,3,1,0,0,0,0,0,0,0,0,1,0,1.6,8.1,0.0,18,12,145,0
559,Hezekiah Grimsley,VaTech,0,0,0,3,3,0,0,0,1,0,0,0,0,6,0,0,0,0,5,0,3.6,7.7,0.0,18,12,139,0
560,Keith Corbin,Hou,0,0,1,3,3,2,4,3,0,0,0,0,2,0,0,0,0,0,0,0,2.6,9.1,0.0,18,10,164,0
561,CJ Dimry,WashSt,0,0,2,0,4,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,3.0,6.7,0.0,18,10,121,0
562,Devin Duvernay,Tex,0,0,0,0,0,1,0,3,3,0,2,2,2,2,0,0,0,0,0,0,2.3,6.9,0.0,18,9,124,0
563,Geraud Sanders,AF,0,0,0,0,2,14,2,0,0,0,0,12,0,0,0,0,0,0,0,0,3.6,10.8,0.0,18,9,194,3
564,Geraud Sanders,AF,0,0,0,0,2,14,2,0,0,0,0,12,0,0,0,0,0,0,0,0,3.6,10.8,0.0,18,9,194,3
565,Sean Riley,Syr,0,0,0,6,1,2,0,0,1,0,3,1,1,2,0,0,0,0,0,0,1.5,6.9,0.0,18,8,125,0
566,Drew Tejchman,UNLV,0,0,0,0,0,0,4,0,3,2,1,3,2,1,0,0,0,0,0,0,2.3,7.7,0.0,18,7,138,0
567,D'Marius Gillespie,UL-Mon,0,0,0,1,0,0,2,2,3,2,2,0,0,3,2,0,0,0,0,0,2.1,15.4,0.0,17,13,261,2
568,Jerron Rollins,Cin,0,0,2,2,3,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,2.1,5.9,0.0,17,13,101,1
569,Devin Gentry,GaSt,0,0,0,0,2,0,0,1,1,0,1,4,0,3,2,0,3,0,0,0,1.9,15.2,0.0,17,12,259,3
570,Jamari Eiland,Buff,0,0,0,0,2,2,4,0,0,4,0,0,2,2,0,0,0,0,0,0,2.4,5.5,0.0,17,12,93,0
571,Tarik Black,Mich,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,8.8,0.0,17,11,149,1
572,Trenard Davis,Ill,0,0,0,4,0,0,2,4,2,0,0,5,0,0,0,0,0,0,0,0,2.8,8.9,0.0,17,10,152,0
573,Myron Gailliard,SMU,0,0,4,3,3,1,1,0,0,2,0,0,3,0,0,0,0,0,0,0,1.9,9.9,0.0,17,9,169,1
574,Gabe Myles,MissSt,0,0,2,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,1,0,3.4,5.3,0.0,17,9,90,2
575,Jaylond Adams,SouMis,0,0,5,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,4,0,2.4,12.9,0.0,17,8,219,1
576,Donavan Hale,Ind,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,6.8,0.0,17,7,116,1
577,Jonathan Duhart,ODU,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,7.1,0.0,17,7,121,2
578,Demetris Robertson,Cal,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,4.1,0.0,17,7,70,0
579,Brad Stewart,GaTech,0,0,0,0,0,3,0,1,0,2,0,2,3,3,0,0,0,0,0,0,1.7,5.8,0.0,17,4,99,1
580,Trishton Jackson,MSU,0,0,0,0,7,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2.7,8.9,0.0,16,12,143,0
581,Corey Lacanaria,BallSt,0,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,6.5,0.0,16,12,104,0
582,Sederian Copeland,UAB,0,0,2,0,8,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2.7,9.9,0.0,16,11,158,2
583,Trevion Thompson,Clem,0,0,0,1,1,0,0,1,0,2,4,3,2,0,0,0,0,0,0,0,2.0,5.9,0.0,16,11,94,0
584,John Burt,Tex,0,0,0,0,0,0,0,0,3,1,1,5,0,2,0,0,0,0,2,0,2.0,11.1,0.0,16,11,177,1
585,Jacquille Veii,MD,0,0,2,0,4,2,0,0,0,1,3,2,0,0,0,0,0,0,0,0,2.3,4.2,0.0,16,10,67,0
586,Ernest Patterson,UL-Laf,0,0,0,0,0,0,0,0,0,0,0,4,5,4,3,0,0,0,0,0,2.3,6.0,0.0,16,10,96,0
587,Beau Corrales,UNC,0,0,0,2,0,0,1,0,0,6,0,4,3,0,0,0,0,0,0,0,3.2,8.9,0.0,16,9,143,3
588,Quay Chambers,Duke,0,0,4,3,3,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3.2,5.4,0.0,16,9,87,0
589,Mason Hays,TxSt,0,0,3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9.3,0.0,16,9,148,1
590,Kerr Johnson Jr.,Kansas,0,0,0,0,1,0,1,2,1,0,0,1,1,4,0,0,0,0,0,0,2.0,5.8,0.0,16,8,92,0
591,Hunter Hayek,Rut,0,0,2,0,5,1,0,0,0,3,4,0,1,0,0,0,0,0,0,0,2.3,3.9,0.0,16,8,62,0
592,Jalen Greene,USC,0,0,2,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2.7,6.1,0.0,16,8,98,0
593,Brodrick Yancy,Temple,0,0,4,2,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,2.7,6.8,0.0,16,8,108,1
594,Thomas Jackson,UNC,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,6.1,0.0,16,7,97,2
595,Jordan Franks,UCF,0,0,0,0,1,0,2,0,0,4,1,2,4,1,0,0,0,0,0,0,1.9,8.0,0.0,15,12,120,0
596,Blake Banham,EastMi,0,0,1,0,2,0,0,0,0,4,0,2,3,1,0,0,0,0,0,0,1.9,6.3,0.0,15,12,94,0
597,Dre Massey,Fla,0,0,0,0,0,0,0,3,0,2,2,2,2,3,0,0,0,0,0,0,1.5,9.9,0.0,15,11,149,1
